Timestamp,NodeID,Distance,Anomaly
1764130291.6107764,node_1,321,0
1764130291.7323973,node_1,321,0
1764130291.8539932,node_1,322,0
1764130291.975785,node_1,322,0
1764130292.0973806,node_1,322,0
1764130292.2190404,node_1,322,0
1764130292.3406782,node_1,322,0
1764130292.462501,node_1,322,0
1764130292.5841327,node_1,322,0
1764130292.7057505,node_1,322,0
1764130292.827408,node_1,322,0
1764130292.9492245,node_1,322,0
1764130293.070651,node_1,322,0
1764130293.1924965,node_1,322,0
1764130293.3141367,node_1,322,0
1764130293.435625,node_1,322,0
1764130293.5574322,node_1,322,0
1764130293.6790874,node_1,322,0
1764130293.8005638,node_1,322,0
1764130293.9223132,node_1,322,0
1764130294.04401,node_1,322,0
1764130294.165463,node_1,322,0
1764130294.287214,node_1,322,0
1764130294.3921785,node_1,57,1
1764130294.5146978,node_1,322,0
1764130294.6363323,node_1,322,0
1764130294.7582378,node_1,322,0
1764130294.8796628,node_1,322,0
1764130295.0012987,node_1,322,0
1764130295.1229537,node_1,322,0
1764130295.2445729,node_1,322,0
1764130295.3662484,node_1,322,0
1764130295.4880369,node_1,321,0
1764130295.6096594,node_1,322,0
1764130295.7312577,node_1,322,0
1764130295.8530273,node_1,322,0
1764130295.974648,node_1,322,0
1764130296.0964253,node_1,322,0
1764130296.2180257,node_1,322,0
1764130296.3396363,node_1,322,0
1764130296.4613574,node_1,322,0
1764130296.5829587,node_1,322,0
1764130296.704725,node_1,322,0
1764130296.8263257,node_1,322,0
1764130296.9479325,node_1,321,0
1764130297.0697086,node_1,322,0
1764130297.1912982,node_1,322,0
1764130297.31304,node_1,322,0
1764130297.434656,node_1,322,0
1764130297.556416,node_1,321,0
1764130297.677983,node_1,322,0
1764130297.7996194,node_1,322,0
1764130297.921412,node_1,322,0
1764130298.043017,node_1,322,0
1764130298.1647644,node_1,322,0
1764130298.2865448,node_1,322,0
1764130298.4081137,node_1,322,0
1764130298.5296514,node_1,322,0
1764130298.6514454,node_1,321,0
1764130298.7730708,node_1,322,0
1764130298.894863,node_1,322,0
1764130299.0164802,node_1,322,0
1764130299.1381109,node_1,321,0
1764130299.2596724,node_1,321,0
1764130299.3813343,node_1,322,0
1764130299.5029783,node_1,322,0
1764130299.624748,node_1,322,0
1764130299.7463713,node_1,322,0
1764130299.868153,node_1,322,0
1764130299.9897823,node_1,322,0
1764130300.1114192,node_1,322,0
1764130300.233049,node_1,322,0
1764130300.3547988,node_1,322,0
1764130300.4765723,node_1,322,0
1764130300.5981157,node_1,322,0
1764130300.719738,node_1,322,0
1764130300.8413358,node_1,322,0
1764130300.9631042,node_1,322,0
1764130301.0845582,node_1,322,0
1764130301.2063441,node_1,322,0
1764130301.3279335,node_1,322,0
1764130301.449561,node_1,322,0
1764130301.5711813,node_1,322,0
1764130301.6928737,node_1,322,0
1764130301.814432,node_1,322,0
1764130301.9361103,node_1,322,0
1764130302.0577588,node_1,322,0
1764130302.1794019,node_1,322,0
1764130302.301009,node_1,322,0
1764130302.422663,node_1,322,0
1764130302.5442173,node_1,322,0
1764130302.6660001,node_1,322,0
1764130302.7876987,node_1,322,0
1764130302.9094157,node_1,321,0
1764130303.013104,node_1,40,1
1764130303.1638563,node_1,794,1
1764130303.2855048,node_1,322,0
1764130303.4071567,node_1,321,0
1764130303.5288024,node_1,321,0
1764130303.650398,node_1,321,0
1764130303.7721224,node_1,321,0
1764130303.8937285,node_1,322,0
1764130304.0153837,node_1,322,0
1764130304.13705,node_1,322,0
1764130304.2586734,node_1,321,0
1764130304.3804958,node_1,322,0
1764130304.501981,node_1,322,0
1764130304.623832,node_1,322,0
1764130304.7454653,node_1,322,0
1764130304.8672624,node_1,322,0
1764130304.988725,node_1,322,0
1764130305.110513,node_1,322,0
1764130305.2320993,node_1,322,0
1764130305.3537798,node_1,322,0
1764130305.475428,node_1,322,0
1764130305.597113,node_1,322,0
1764130305.7187753,node_1,322,0
1764130305.8404365,node_1,322,0
1764130305.9620583,node_1,322,0
1764130306.0837235,node_1,322,0
1764130306.2053792,node_1,322,0
1764130306.3270113,node_1,322,0
1764130306.448683,node_1,321,0
1764130306.5703008,node_1,322,0
1764130306.6919315,node_1,322,0
1764130306.8137424,node_1,322,0
1764130306.9352176,node_1,322,0
1764130307.0570133,node_1,322,0
1764130307.1786518,node_1,322,0
1764130307.2837765,node_1,61,1
1764130307.389802,node_1,59,1
1764130307.4956636,node_1,55,1
1764130307.6014893,node_1,55,1
1764130307.7073047,node_1,55,1
1764130307.8299854,node_1,322,0
1764130307.9518285,node_1,322,0
1764130308.0733202,node_1,322,0
1764130308.1950092,node_1,322,0
1764130308.3167012,node_1,322,0
1764130308.438386,node_1,322,0
1764130308.5600834,node_1,322,0
1764130308.6816123,node_1,322,0
1764130308.803277,node_1,322,0
1764130308.9249656,node_1,322,0
1764130309.0466592,node_1,322,0
1764130309.1684253,node_1,322,0
1764130309.2898731,node_1,321,0
1764130309.4115596,node_1,322,0
1764130309.5331376,node_1,321,0
1764130309.654853,node_1,322,0
1764130309.776556,node_1,322,0
1764130309.8982148,node_1,321,0
1764130310.019897,node_1,321,0
1764130310.141409,node_1,321,0
1764130310.2630806,node_1,322,0
1764130310.3849182,node_1,322,0
1764130310.5064166,node_1,321,0
1764130310.628079,node_1,321,0
1764130310.7497294,node_1,321,0
1764130310.8713684,node_1,321,0
1764130310.9930875,node_1,322,0
1764130311.1147463,node_1,322,0
1764130311.2364006,node_1,321,0
1764130311.3580627,node_1,322,0
1764130311.479726,node_1,321,0
1764130311.6013916,node_1,322,0
1764130311.7230456,node_1,322,0
1764130311.8447022,node_1,321,0
1764130311.9663527,node_1,321,0
1764130312.0880163,node_1,321,0
1764130312.2095573,node_1,321,0
1764130312.331341,node_1,322,0
1764130312.4383261,node_1,92,1
1764130312.5462098,node_1,91,1
1764130312.6540592,node_1,91,1
1764130312.7621686,node_1,94,1
1764130312.8703494,node_1,94,1
1764130312.9786456,node_1,95,1
1764130313.0866947,node_1,95,1
1764130313.2093408,node_1,321,0
1764130313.317947,node_1,101,1
1764130313.4396648,node_1,322,0
1764130313.5613718,node_1,321,0
1764130313.6830528,node_1,322,0
1764130313.8046584,node_1,322,0
1764130313.9263754,node_1,322,0
1764130314.048057,node_1,322,0
1764130314.1696837,node_1,322,0
1764130314.291301,node_1,322,0
1764130314.4130073,node_1,322,0
1764130314.5348706,node_1,322,0
1764130314.6563745,node_1,322,0
1764130314.7780447,node_1,322,0
1764130314.899827,node_1,322,0
1764130315.0213764,node_1,322,0
1764130315.143055,node_1,322,0
1764130315.2646642,node_1,322,0
1764130315.3862822,node_1,322,0
1764130315.5079994,node_1,322,0
1764130315.6294951,node_1,322,0
1764130315.7512217,node_1,322,0
1764130315.872933,node_1,322,0
1764130315.9945145,node_1,322,0
1764130316.1161227,node_1,322,0
1764130316.2377284,node_1,322,0
1764130316.3594542,node_1,322,0
1764130316.4811184,node_1,322,0
1764130316.6028605,node_1,322,0
1764130316.7244675,node_1,322,0
1764130316.8459847,node_1,322,0
1764130316.9676545,node_1,321,0
1764130317.0893247,node_1,322,0
1764130317.2110069,node_1,322,0
1764130317.3326805,node_1,322,0
1764130317.4543598,node_1,321,0
1764130317.5760143,node_1,321,0
1764130317.6976824,node_1,321,0
1764130317.819327,node_1,322,0
1764130317.9410002,node_1,322,0
1764130318.0626516,node_1,322,0
1764130318.184421,node_1,322,0
1764130318.3059373,node_1,322,0
1764130318.4276466,node_1,322,0
1764130318.5494025,node_1,322,0
1764130318.6708884,node_1,322,0
1764130318.792722,node_1,322,0
1764130318.914398,node_1,322,0
1764130319.0358832,node_1,322,0
1764130319.1575627,node_1,321,0
1764130319.2793643,node_1,322,0
1764130319.400816,node_1,322,0
1764130319.5226347,node_1,322,0
1764130319.6443284,node_1,322,0
1764130319.765822,node_1,322,0
1764130319.8877249,node_1,322,0
1764130320.009349,node_1,322,0
1764130320.1308672,node_1,322,0
1764130320.2525442,node_1,322,0
1764130320.3742502,node_1,322,0
1764130320.4959352,node_1,322,0
1764130320.6176126,node_1,322,0
1764130320.7392735,node_1,322,0
1764130320.860912,node_1,322,0
1764130320.9826238,node_1,322,0
1764130321.1041124,node_1,322,0
1764130321.2258222,node_1,322,0
1764130321.347435,node_1,322,0
1764130321.469059,node_1,322,0
1764130321.5907643,node_1,321,0
1764130321.7124321,node_1,322,0
1764130321.8341,node_1,321,0
1764130321.955812,node_1,322,0
1764130322.0773473,node_1,322,0
1764130322.1990428,node_1,322,0
1764130322.3207192,node_1,322,0
1764130322.442401,node_1,322,0
1764130322.549439,node_1,93,1
1764130322.6572657,node_1,91,1
1764130322.7651172,node_1,89,1
1764130322.872733,node_1,83,1
1764130322.9799647,node_1,82,1
1764130323.087383,node_1,81,1
1764130323.1945436,node_1,78,1
1764130323.301631,node_1,75,1
1764130323.4084594,node_1,75,1
1764130323.5154688,node_1,74,1
1764130323.6381888,node_1,322,0
1764130323.7596748,node_1,322,0
1764130323.8814182,node_1,322,0
1764130324.0032475,node_1,322,0
1764130324.124767,node_1,321,0
1764130324.246458,node_1,321,0
1764130324.3681448,node_1,321,0
1764130324.4896927,node_1,321,0
1764130324.6114993,node_1,322,0
1764130324.7330284,node_1,321,0
1764130324.854747,node_1,321,0
1764130324.9762547,node_1,321,0
1764130325.0981314,node_1,322,0
1764130325.2196746,node_1,322,0
1764130325.3412962,node_1,322,0
1764130325.4629986,node_1,321,0
1764130325.5847564,node_1,321,0
1764130325.7063699,node_1,321,0
1764130325.8280377,node_1,322,0
1764130325.9497604,node_1,322,0
1764130326.0713353,node_1,322,0
1764130326.193031,node_1,321,0
1764130326.3145182,node_1,322,0
1764130326.4362462,node_1,322,0
1764130326.5579705,node_1,322,0
1764130326.679655,node_1,322,0
1764130326.801346,node_1,322,0
1764130326.9230618,node_1,321,0
1764130327.04469,node_1,322,0
1764130327.166367,node_1,322,0
1764130327.287902,node_1,322,0
1764130327.4095824,node_1,322,0
1764130327.5313542,node_1,322,0
1764130327.6529067,node_1,321,0
1764130327.7745605,node_1,321,0
1764130327.896447,node_1,321,0
1764130328.01789,node_1,322,0
1764130328.1395385,node_1,322,0
1764130328.2612464,node_1,321,0
1764130328.382918,node_1,321,0
1764130328.5046005,node_1,321,0
1764130328.62625,node_1,322,0
1764130328.7479463,node_1,322,0
1764130328.869589,node_1,321,0
1764130328.991242,node_1,322,0
1764130329.112888,node_1,321,0
1764130329.234559,node_1,321,0
1764130329.356182,node_1,322,0
1764130329.4778404,node_1,322,0
1764130329.5995045,node_1,322,0
1764130329.7211237,node_1,322,0
1764130329.8428285,node_1,321,0
1764130329.964502,node_1,322,0
1764130330.0861742,node_1,322,0
1764130330.2078488,node_1,322,0
1764130330.3294766,node_1,321,0
1764130330.4511397,node_1,321,0
1764130330.5727928,node_1,321,0
1764130330.694468,node_1,322,0
1764130330.8161376,node_1,322,0
1764130330.937852,node_1,322,0
1764130331.0594723,node_1,321,0
1764130331.1810977,node_1,321,0
1764130331.3027434,node_1,322,0
1764130331.4244266,node_1,322,0
1764130331.5460825,node_1,322,0
1764130331.667759,node_1,321,0
1764130331.7893698,node_1,322,0
1764130331.910919,node_1,321,0
1764130332.0327327,node_1,322,0
1764130332.154373,node_1,322,0
1764130332.2758837,node_1,322,0
1764130332.3977437,node_1,321,0
1764130332.5193963,node_1,321,0
1764130332.6408854,node_1,321,0
1764130332.7625644,node_1,322,0
1764130332.88424,node_1,322,0
1764130333.0058904,node_1,321,0
1764130333.127638,node_1,321,0
1764130333.2493153,node_1,322,0
1764130333.3709552,node_1,322,0
1764130333.4926186,node_1,322,0
1764130333.614306,node_1,322,0
1764130333.7359686,node_1,321,0
1764130333.8576005,node_1,322,0
1764130333.9792721,node_1,321,0
1764130334.1009362,node_1,321,0
1764130334.222631,node_1,322,0
1764130334.3442657,node_1,322,0
1764130334.4659538,node_1,321,0
1764130334.5875087,node_1,321,0
1764130334.7093275,node_1,321,0
1764130334.830868,node_1,322,0
1764130334.9525561,node_1,322,0
1764130335.074238,node_1,322,0
1764130335.1959212,node_1,322,0
1764130335.3174648,node_1,321,0
1764130335.4391546,node_1,322,0
1764130335.560933,node_1,322,0
1764130335.6826384,node_1,322,0
1764130335.8042443,node_1,321,0
1764130335.925916,node_1,322,0
1764130336.0476403,node_1,322,0
1764130336.1692119,node_1,322,0
1764130336.2909214,node_1,322,0
1764130336.4127235,node_1,322,0
1764130336.534209,node_1,322,0
1764130336.6558776,node_1,321,0
1764130336.7775445,node_1,321,0
1764130336.8992374,node_1,322,0
1764130337.0209467,node_1,322,0
1764130337.1425898,node_1,322,0
1764130337.26424,node_1,321,0
1764130337.3858395,node_1,321,0
1764130337.507651,node_1,321,0
1764130337.6132593,node_1,71,1
1764130337.720132,node_1,72,1
1764130337.826786,node_1,72,1
1764130337.9494917,node_1,322,0
1764130338.0713186,node_1,322,0
1764130338.192992,node_1,322,0
1764130338.3146703,node_1,321,0
1764130338.4363537,node_1,321,0
1764130338.5580058,node_1,321,0
1764130338.6794603,node_1,322,0
1764130338.8011696,node_1,322,0
1764130338.9230108,node_1,322,0
1764130339.044496,node_1,321,0
1764130339.1663296,node_1,321,0
1764130339.28798,node_1,321,0
1764130339.4096391,node_1,322,0
1764130339.5312366,node_1,322,0
1764130339.652906,node_1,322,0
1764130339.7745385,node_1,321,0
1764130339.8961513,node_1,321,0
1764130340.0177486,node_1,322,0
1764130340.1395423,node_1,322,0
1764130340.2611449,node_1,322,0
1764130340.3828468,node_1,321,0
1764130340.5044699,node_1,322,0
1764130340.626134,node_1,322,0
1764130340.7478085,node_1,322,0
1764130340.8694715,node_1,322,0
1764130340.9912703,node_1,322,0
1764130341.1127682,node_1,321,0
1764130341.234483,node_1,321,0
1764130341.3561482,node_1,321,0
1764130341.4778187,node_1,322,0
1764130341.5995,node_1,322,0
1764130341.72116,node_1,322,0
1764130341.84286,node_1,321,0
1764130341.96454,node_1,322,0
1764130342.0860784,node_1,322,0
1764130342.2078044,node_1,322,0
1764130342.3294663,node_1,322,0
1764130342.4511542,node_1,321,0
1764130342.572837,node_1,321,0
1764130342.6943598,node_1,321,0
1764130342.8160317,node_1,321,0
1764130342.937882,node_1,322,0
1764130343.0594075,node_1,322,0
1764130343.1810906,node_1,321,0
1764130343.3027554,node_1,321,0
1764130343.4244602,node_1,322,0
1764130343.546165,node_1,322,0
1764130343.6677048,node_1,322,0
1764130343.7893674,node_1,322,0
1764130343.9110632,node_1,322,0
1764130344.0327508,node_1,322,0
1764130344.154436,node_1,322,0
1764130344.2761927,node_1,322,0
1764130344.3978968,node_1,322,0
1764130344.5196824,node_1,322,0
1764130344.6411664,node_1,322,0
1764130344.7628672,node_1,322,0
1764130344.8843548,node_1,322,0
1764130345.0061977,node_1,322,0
1764130345.1277494,node_1,322,0
1764130345.249436,node_1,322,0
1764130345.3711724,node_1,322,0
1764130345.4927099,node_1,322,0
1764130345.6144066,node_1,321,0
1764130345.7359555,node_1,322,0
1764130345.8576648,node_1,322,0
1764130345.9793823,node_1,322,0
1764130346.101121,node_1,322,0
1764130346.2226732,node_1,322,0
1764130346.3443422,node_1,322,0
1764130346.4660382,node_1,322,0
1764130346.5877504,node_1,322,0
1764130346.7094812,node_1,321,0
1764130346.8310175,node_1,322,0
1764130346.952746,node_1,321,0
1764130347.0742733,node_1,321,0
1764130347.1959658,node_1,322,0
1764130347.317695,node_1,322,0
1764130347.4394279,node_1,322,0
1764130347.561168,node_1,322,0
1764130347.6826727,node_1,322,0
1764130347.804428,node_1,321,0
1764130347.9260073,node_1,322,0
1764130348.0477026,node_1,322,0
1764130348.1692774,node_1,321,0
1764130348.2909849,node_1,321,0
1764130348.396672,node_1,69,1
1764130348.5031755,node_1,67,1
1764130348.6096008,node_1,65,1
1764130348.7323127,node_1,322,0
1764130348.853966,node_1,321,0
1764130348.9757142,node_1,322,0
1764130349.0972617,node_1,322,0
1764130349.2189784,node_1,322,0
1764130349.3406916,node_1,322,0
1764130349.4624057,node_1,322,0
1764130349.5841508,node_1,322,0
1764130349.705644,node_1,322,0
1764130349.8273365,node_1,322,0
1764130349.9489818,node_1,322,0
1764130350.0707126,node_1,321,0
1764130350.1923501,node_1,321,0
1764130350.3138409,node_1,321,0
1764130350.435713,node_1,322,0
1764130350.557247,node_1,322,0
1764130350.678978,node_1,322,0
1764130350.8006682,node_1,322,0
1764130350.9223208,node_1,322,0
1764130351.0440273,node_1,322,0
1764130351.165727,node_1,322,0
1764130351.2872725,node_1,322,0
1764130351.4089832,node_1,322,0
1764130351.530692,node_1,322,0
1764130351.6523945,node_1,322,0
1764130351.7739491,node_1,321,0
1764130351.895654,node_1,322,0
1764130352.0173638,node_1,322,0
1764130352.1390753,node_1,322,0
1764130352.260643,node_1,321,0
1764130352.3822978,node_1,322,0
1764130352.5040781,node_1,322,0
1764130352.6257899,node_1,322,0
1764130352.747335,node_1,322,0
1764130352.869038,node_1,322,0
1764130352.9906888,node_1,322,0
1764130353.1124265,node_1,322,0
1764130353.2340567,node_1,322,0
1764130353.355773,node_1,322,0
1764130353.4774768,node_1,322,0
1764130353.5991237,node_1,322,0
1764130353.7206588,node_1,322,0
1764130353.8423927,node_1,322,0
1764130353.9638867,node_1,322,0
1764130354.0855887,node_1,322,0
1764130354.2072647,node_1,322,0
1764130354.3289602,node_1,321,0
1764130354.4506805,node_1,322,0
1764130354.5722368,node_1,321,0
1764130354.693884,node_1,322,0
1764130354.8155982,node_1,322,0
1764130354.9372709,node_1,322,0
1764130355.0590014,node_1,321,0
1764130355.180452,node_1,321,0
1764130355.302138,node_1,322,0
1764130355.424002,node_1,322,0
1764130355.5455642,node_1,322,0
1764130355.6672,node_1,321,0
1764130355.7887807,node_1,321,0
1764130355.9104936,node_1,322,0
1764130356.0323555,node_1,322,0
1764130356.153877,node_1,322,0
1764130356.2755997,node_1,322,0
1764130356.3972912,node_1,322,0
1764130356.5189848,node_1,322,0
1764130356.6406753,node_1,322,0
1764130356.7623625,node_1,322,0
1764130356.8840384,node_1,322,0
1764130357.0057247,node_1,322,0
1764130357.1272683,node_1,322,0
1764130357.248943,node_1,322,0
1764130357.370652,node_1,322,0
1764130357.4923334,node_1,322,0
1764130357.6138027,node_1,322,0
1764130357.7355468,node_1,322,0
1764130357.8572204,node_1,322,0
1764130357.978903,node_1,322,0
1764130358.1003907,node_1,322,0
1764130358.2221313,node_1,322,0
1764130358.3438392,node_1,322,0
1764130358.465363,node_1,322,0
1764130358.5870667,node_1,321,0
1764130358.7087488,node_1,321,0
1764130358.830383,node_1,322,0
1764130358.9520233,node_1,322,0
1764130359.0737429,node_1,322,0
1764130359.195409,node_1,321,0
1764130359.3170662,node_1,321,0
1764130359.4385934,node_1,321,0
1764130359.5603745,node_1,322,0
1764130359.682021,node_1,322,0
1764130359.8035502,node_1,322,0
1764130359.9253592,node_1,321,0
1764130360.0470428,node_1,322,0
1764130360.168588,node_1,321,0
1764130360.2903225,node_1,322,0
1764130360.4119616,node_1,322,0
1764130360.533651,node_1,321,0
1764130360.6553023,node_1,321,0
1764130360.7768493,node_1,321,0
1764130360.8986945,node_1,322,0
1764130361.0204017,node_1,322,0
1764130361.1419337,node_1,322,0
1764130361.2636516,node_1,321,0
1764130361.3852816,node_1,321,0
1764130361.5069833,node_1,322,0
1764130361.6287017,node_1,322,0
1764130361.750269,node_1,322,0
1764130361.8720064,node_1,322,0
1764130361.9935362,node_1,322,0
1764130362.1154258,node_1,322,0
1764130362.2371542,node_1,322,0
1764130362.358662,node_1,322,0
1764130362.4803867,node_1,322,0
1764130362.6020927,node_1,322,0
1764130362.7238088,node_1,321,0
1764130362.8455112,node_1,322,0
1764130362.9670622,node_1,322,0
1764130363.0887399,node_1,322,0
1764130363.210493,node_1,322,0
1764130363.332227,node_1,322,0
1764130363.4537935,node_1,322,0
1764130363.5754752,node_1,321,0
1764130363.6971986,node_1,321,0
1764130363.8187077,node_1,322,0
1764130363.9404433,node_1,322,0
1764130364.0621755,node_1,322,0
1764130364.1837351,node_1,321,0
1764130364.3054216,node_1,321,0
1764130364.4271166,node_1,322,0
1764130364.5488029,node_1,321,0
1764130364.6704495,node_1,322,0
1764130364.7920153,node_1,322,0
1764130364.9136734,node_1,321,0
1764130365.0354037,node_1,321,0
1764130365.1571279,node_1,321,0
1764130365.2787309,node_1,322,0
1764130365.400442,node_1,322,0
1764130365.521969,node_1,322,0
1764130365.6436973,node_1,322,0
1764130365.7654076,node_1,321,0
1764130365.8870876,node_1,322,0
1764130366.008633,node_1,322,0
1764130366.1302512,node_1,322,0
1764130366.2519712,node_1,322,0
1764130366.3736618,node_1,321,0
1764130366.4953184,node_1,321,0
1764130366.616965,node_1,322,0
1764130366.7386234,node_1,322,0
1764130366.8602378,node_1,322,0
1764130366.9820213,node_1,322,0
1764130367.1036904,node_1,322,0
1764130367.2254312,node_1,321,0
1764130367.3470356,node_1,322,0
1764130367.4685698,node_1,322,0
1764130367.5902066,node_1,322,0
1764130367.7119267,node_1,321,0
1764130367.8336043,node_1,322,0
1764130367.9553306,node_1,322,0
1764130368.0770316,node_1,322,0
1764130368.1986132,node_1,322,0
1764130368.3202572,node_1,321,0
1764130368.4419172,node_1,321,0
1764130368.563593,node_1,321,0
1764130368.6851175,node_1,321,0
1764130368.8068254,node_1,322,0
1764130368.9284995,node_1,322,0
1764130369.0501962,node_1,321,0
1764130369.1718712,node_1,322,0
1764130369.2933908,node_1,322,0
1764130369.4150527,node_1,322,0
1764130369.536801,node_1,322,0
1764130369.6585383,node_1,322,0
1764130369.7801778,node_1,321,0
1764130369.9016774,node_1,322,0
1764130370.023351,node_1,321,0
1764130370.1450744,node_1,322,0
1764130370.2668006,node_1,322,0
1764130370.3883486,node_1,322,0
1764130370.5100982,node_1,321,0
1764130370.6318226,node_1,321,0
1764130370.7533648,node_1,321,0
1764130370.875064,node_1,322,0
1764130370.9966536,node_1,322,0
1764130371.1183493,node_1,322,0
1764130371.2400541,node_1,321,0
1764130371.3616018,node_1,322,0
1764130371.483312,node_1,322,0
1764130371.6049864,node_1,322,0
1764130371.7266946,node_1,322,0
1764130371.848213,node_1,321,0
1764130371.9698563,node_1,321,0
1764130372.0916264,node_1,321,0
1764130372.2133012,node_1,322,0
1764130372.3350112,node_1,322,0
1764130372.4565177,node_1,322,0
1764130372.5782049,node_1,321,0
1764130372.6999006,node_1,321,0
1764130372.821628,node_1,322,0
1764130372.9432905,node_1,322,0
1764130373.0648239,node_1,321,0
1764130373.186592,node_1,321,0
1764130373.308056,node_1,322,0
1764130373.429766,node_1,322,0
1764130373.5514686,node_1,322,0
1764130373.6731613,node_1,321,0
1764130373.7946947,node_1,322,0
1764130373.9163709,node_1,322,0
1764130374.038069,node_1,322,0
1764130374.159632,node_1,322,0
1764130374.2813087,node_1,322,0
1764130374.4030087,node_1,321,0
1764130374.5247264,node_1,321,0
1764130374.6462677,node_1,322,0
1764130374.7679703,node_1,322,0
1764130374.889671,node_1,322,0
1764130375.0113559,node_1,322,0
1764130375.1330724,node_1,322,0
1764130375.2545803,node_1,321,0
1764130375.3762724,node_1,322,0
1764130375.497995,node_1,321,0
1764130375.6196983,node_1,322,0
1764130375.7412515,node_1,322,0
1764130375.8629603,node_1,322,0
1764130375.9846056,node_1,322,0
1764130376.1062117,node_1,322,0
1764130376.2279365,node_1,322,0
