Timestamp,Distance,Label,LabelName
1764137562.048969,42,1,anomaly
1764137562.153128,29,1,anomaly
1764137562.2566226,19,1,anomaly
1764137562.3599265,17,1,anomaly
1764137562.4618886,9,1,anomaly
1764137562.585339,319,1,anomaly
1764137562.706545,320,1,anomaly
1764137569.7957642,320,1,anomaly
1764137569.9170802,320,1,anomaly
1764137570.038426,320,1,anomaly
1764137570.159788,320,1,anomaly
1764137570.281175,320,1,anomaly
1764137570.402545,320,1,anomaly
1764137570.5131865,137,1,anomaly
1764137570.6226156,120,1,anomaly
1764137570.7290142,85,1,anomaly
1764137570.8357475,74,1,anomaly
1764137579.7808,48,1,anomaly
1764137579.8859525,48,1,anomaly
1764137579.991154,44,1,anomaly
1764137580.0961978,45,1,anomaly
1764137580.199416,16,1,anomaly
1764137580.3053362,57,1,anomaly
1764137580.411177,58,1,anomaly
1764137580.5153866,31,1,anomaly
1764137580.621256,57,1,anomaly
1764137580.8554692,46,1,anomaly
1764137586.9728558,154,1,anomaly
1764137587.08432,154,1,anomaly
1764137587.194768,135,1,anomaly
1764137587.3045676,122,1,anomaly
1764137587.4132483,107,1,anomaly
1764137587.5197978,89,1,anomaly
1764137587.626996,81,1,anomaly
1764137587.7327049,56,1,anomaly
1764137587.8375509,39,1,anomaly
1764137587.9421773,38,1,anomaly
1764137593.1719322,319,1,anomaly
1764137593.29329,319,1,anomaly
1764137593.414616,320,1,anomaly
1764137593.524677,131,1,anomaly
1764137593.6337457,112,1,anomaly
1764137593.7403533,89,1,anomaly
1764137593.8469145,68,1,anomaly
1764137593.9522362,50,1,anomaly
1764137594.0569263,39,1,anomaly
1764137599.1293087,319,1,anomaly
1764137599.362816,49,1,anomaly
1764137599.4684918,57,1,anomaly
1764137599.572247,23,1,anomaly
1764137599.674204,8,1,anomaly
1764137599.7976491,320,1,anomaly
1764137599.9189444,319,1,anomaly
1764137600.040255,319,1,anomaly
1764137600.1616116,319,1,anomaly
1764137607.8197157,100,1,anomaly
1764137607.9270422,98,1,anomaly
1764137608.0340302,79,1,anomaly
1764137608.1422153,98,1,anomaly
1764137608.2495596,81,1,anomaly
1764137608.3555553,61,1,anomaly
1764137608.4596543,28,1,anomaly
1764137608.5627513,13,1,anomaly
1764137614.2211564,319,1,anomaly
1764137614.3308887,121,1,anomaly
1764137614.4371185,86,1,anomaly
1764137614.543923,73,1,anomaly
1764137614.6504333,71,1,anomaly
1764137614.7559495,48,1,anomaly
1764137614.8600447,31,1,anomaly
1764137614.9629798,10,1,anomaly
1764137615.0854938,319,1,anomaly
1764137615.2068005,319,1,anomaly
1764137621.8535438,105,1,anomaly
1764137621.958723,66,1,anomaly
1764137622.0652773,69,1,anomaly
1764137622.1709795,56,1,anomaly
1764137622.2756522,38,1,anomaly
1764137622.380149,35,1,anomaly
1764137622.484499,32,1,anomaly
1764137622.589335,43,1,anomaly
1764137622.6927981,17,1,anomaly
1764137622.815179,319,1,anomaly
1764137622.9365919,319,1,anomaly
1764137630.5933347,320,1,anomaly
1764137630.7061913,175,1,anomaly
1764137630.8181992,161,1,anomaly
1764137630.9291458,144,1,anomaly
1764137631.0506272,319,1,anomaly
1764137631.1574175,92,1,anomaly
1764137631.264139,75,1,anomaly
1764137631.3699968,57,1,anomaly
1764137631.475033,44,1,anomaly
1764137631.579357,33,1,anomaly
1764137637.9818516,81,1,anomaly
1764137638.086862,43,1,anomaly
1764137638.1906579,24,1,anomaly
1764137638.3129902,320,1,anomaly
1764137638.4343145,319,1,anomaly
1764137638.5556998,320,1,anomaly
1764137638.6770482,319,1,anomaly
1764137638.7985423,319,1,anomaly
1764137638.9198449,319,1,anomaly
1764137644.6193078,89,1,anomaly
1764137644.72602,73,1,anomaly
1764137644.8314455,52,1,anomaly
1764137644.934904,16,1,anomaly
1764137645.0364249,4,1,anomaly
1764137645.1598191,319,1,anomaly
1764137645.281271,319,1,anomaly
1764137645.4026406,320,1,anomaly
1764137645.523932,319,1,anomaly
1764137653.1651843,62,1,anomaly
1764137653.2711158,57,1,anomaly
1764137653.376193,46,1,anomaly
1764137653.4807074,38,1,anomaly
1764137653.5853615,36,1,anomaly
1764137653.6900384,38,1,anomaly
1764137653.795046,43,1,anomaly
1764137653.9174137,320,1,anomaly
1764137654.0387433,319,1,anomaly
1764137654.1600876,319,1,anomaly
1764137660.5229456,187,1,anomaly
1764137660.6442869,319,1,anomaly
1764137660.757474,183,1,anomaly
1764137660.8694582,162,1,anomaly
1764137660.9807367,146,1,anomaly
1764137661.0903141,122,1,anomaly
1764137661.1966567,83,1,anomaly
1764137661.3039958,83,1,anomaly
1764137661.4096353,57,1,anomaly
1764137661.5146084,43,1,anomaly
1764137667.2396212,92,1,anomaly
1764137667.346869,83,1,anomaly
1764137667.4542007,83,1,anomaly
1764137667.560078,56,1,anomaly
1764137667.6649263,42,1,anomaly
1764137667.768679,25,1,anomaly
1764137667.870405,6,1,anomaly
1764137667.9769428,51,1,anomaly
1764137668.0786831,6,1,anomaly
1764137668.1832898,22,1,anomaly
1764137679.6990201,129,1,anomaly
1764137679.8092046,132,1,anomaly
1764137679.9190397,127,1,anomaly
1764137680.040658,323,1,anomaly
1764137680.149214,104,1,anomaly
1764137680.255656,83,1,anomaly
1764137680.3614256,59,1,anomaly
1764137680.4663198,43,1,anomaly
1764137680.5704277,27,1,anomaly
1764137680.673559,11,1,anomaly
1764137687.0376186,132,1,anomaly
1764137687.143332,74,1,anomaly
1764137687.2527585,100,1,anomaly
1764137687.3588047,80,1,anomaly
1764137687.4646702,58,1,anomaly
1764137687.5696795,42,1,anomaly
1764137687.6738079,30,1,anomaly
1764137687.7774491,21,1,anomaly
1764137687.8808076,17,1,anomaly
1764137687.982737,9,1,anomaly
1764137694.1927593,322,1,anomaly
1764137694.3142133,323,1,anomaly
1764137694.4358115,323,1,anomaly
1764137694.5574627,324,1,anomaly
1764137694.6628072,67,1,anomaly
1764137694.7677305,45,1,anomaly
1764137694.8713949,20,1,anomaly
1764137694.9744828,11,1,anomaly
1764137695.076279,8,1,anomaly
1764137695.1790955,8,1,anomaly
1764137702.691324,95,1,anomaly
1764137702.7981758,75,1,anomaly
1764137702.9036222,50,1,anomaly
1764137703.0084047,43,1,anomaly
1764137703.1130853,38,1,anomaly
1764137703.216562,16,1,anomaly
1764137703.3208258,33,1,anomaly
1764137703.425143,31,1,anomaly
